01001100,1
11110110,0
11001000,1
10101101,1
11010111,1
10000110,0
00001111,0
11010101,1
11111111,0
10101100,1
01001000,1
10000101,0
00011010,1
11111101,0
10111100,1
10000100,1
10111111,0
10000111,0
00111011,1
11110111,0
01110101,0
10111011,1
10001001,0
11100010,0
11000110,1
11000100,0
10001111,0
00011101,1
11011110,1
00101001,1
11100101,1
01000010,0
00010011,1
11001001,0
01010110,0
01011100,1
00111000,1
01111010,1
10110101,0
10101111,0
11010100,0
00001110,1
10001011,1
00000101,1
01010010,0
11010011,1
00010101,1
00111101,1
11100000,1
01001101,0
10110111,0
00100101,0
10010011,0
01101110,0
00101011,1
00110110,0
01101100,0
01110100,1
11000011,1
01000011,0
00000111,1
01111001,0
11100011,0
01111111,1
00011111,1
11111100,0
00011001,0
11000000,0
10001000,1
10010001,1
01100111,0
00001101,0
10011100,0
01011011,0
11110001,1
01001110,1
00111111,0
10000000,1
01100000,1
10011110,0
11100110,0
11101010,0
10100001,0
00101000,1
11100111,1
01011101,1
00000100,0
00100010,0
00010001,1
11001011,1
11011000,0
10010100,0
01100011,0
10011111,1
11011100,0
00111010,0
10100101,1
00110100,0
11011011,0
00100111,1
10000001,1
00101100,1
00110111,0
00010100,1
00010000,0
01010000,1
01001001,0
01000101,1
11000010,1
01010001,0
01100001,1
01000110,1
10111000,1
00111001,0
10001101,0
11101011,0
00110000,1
01110001,1
11010001,1
10010010,0
00010010,1
10110011,0
00101101,0
11010010,1
01010100,0
01001011,0
11001100,0
10111010,0
11100001,1
11010110,1
10000010,1
10100011,1
01001111,1
11000001,1
10011011,0
10100010,1
10010110,0
10101000,1
11000111,0
01011001,1
10111101,1
01011010,0
00001001,0
01101000,1
11111010,0
00111110,0
00000001,1
10101110,1
00011011,1
00010110,1
01100110,0
00110011,1
00001000,0
11110101,0
10101011,1
10111110,0
00101010,0
00100110,0
00011110,1
11101111,1
11000101,1
11111001,0
00001100,1
11011101,1
00101111,0
00100000,1
00010111,0
00111100,0
00001011,1
11011010,0
10000011,1
00000110,0
10011010,0
01000001,0
10011000,1
10110100,1
01101010,1
11111000,0
10010101,0
10100000,1
11110011,1
01011000,0
11111110,1
01110010,1
11101110,1
01011111,0
01000100,0
11111011,1
01101111,1
01110000,0
01111011,0
11001010,1
11001101,1
11101001,1
10011001,1
10010000,0
10011101,0
00000011,0
01110111,0
01001010,0
11001111,0
01111101,1
01101001,1
10010111,1
10101001,0
10001100,0
01111000,1
01000111,0
00100001,1
10110001,0
01110110,0
01010101,1
01101101,0
10100110,1
11110010,0
00001010,1
01110011,0
00011000,1
00101110,1
01101011,0
11101101,1
00000010,0
00110001,0
01000000,0
11010000,0
11011001,1
10100100,1
10001110,1
11011111,1
10101010,1
11100100,1
01010011,1
10110010,1
01111100,1
00000000,0
11110000,0
11001110,1
00011100,1
11101100,0
01100101,0
10001010,0
10111001,0
01100100,1
01011110,0
01010111,0
01100010,1
00110010,0
11110100,0
10100111,0
00100011,1
10110000,0
00100100,0
11101000,1
01111110,0
10110110,1
00110101,0
